drug_name,nafdac_number,manufacturer,batch_number,barcode,label,note
DEMO Ibuprofen 200mg,A4/ABC,Sample Health Nigeria Ltd,B14657,5298838926156,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Zinc 20mg,A11-4148,Example Laboratories Ltd,B78687,4767173122252,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,04-3257,Example Healthcare Ltd,B51600,3942085166892,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-6168,Sample Remedies Ltd,B13662,8848938718031,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-15909,Sample Remedies Ltd,B72446,8628998211980,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A1--77,Demo Pharma Nigeria Ltd,B20216,7860262134730,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Paracetamol 500mg,A4-75850,Sample Remedies Ltd,B77325,1646759492568,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,FAKE-0001,Sample Remedies Ltd,B60505,6356704169128,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Artemether 20mg,A4-60047,Sample Remedies Ltd,B27054,2115333034781,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,A11-3225,Example Laboratories Ltd,B72256,9032873453154,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Cetirizine 10mg,04-9176,Example Laboratories Ltd,B,3968068415963,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,A4-39583,Sample Remedies Ltd,B27723,5384038779247,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,A11-1884,Sample Health Nigeria Ltd,B57486,1606368746196,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Ibuprofen 200mg,NAFDAC-XYZ-000,Example Laboratories Ltd,B85405,9102502896537,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Paracetamol 500mg,A11-12X,Demo Pharma Nigeria Ltd,B72265,6684656879541,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Zinc 20mg,A11-9611,Example Laboratories Ltd,,3902169867235,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Cetirizine 10mg,04-5485,Example Healthcare Ltd,B69790,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Paracetamol 500mg,A4-6751,Example Healthcare Ltd,B72197,5332378575354,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A4-66075,Sample Remedies Ltd,B46384,6246804358589,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,04-5837,Example Laboratories Ltd,,8112188398504,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Cetirizine 10mg,04-8856,Example Laboratories Ltd,B19107,3458408866529,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-1134,Example Laboratories Ltd,B39789,6330474553999,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A11-4046,Sample Health Nigeria Ltd,B84468,6341106453309,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,04-3382,Sample Remedies Ltd,B85356,7509882978703,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A11-4360,Example Healthcare Ltd,B14534,2287066611937,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-23359,Sample Health Nigeria Ltd,B44352,3113561469332,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,04-6160,Demo Pharma Nigeria Ltd,B83414,4450085140694,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Zinc 20mg,04-9696,Demo Life Sciences Ltd,B91112,4619242674131,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-21962,Sample Health Nigeria Ltd,B89529,5699273024880,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,04-9553,Example Laboratories Ltd,B71066,ABC123456789,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Ibuprofen 200mg,04-1505,Example Laboratories Ltd,B-XYZ,1479925764400,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Ibuprofen 200mg,A4-26157,Demo Life Sciences Ltd,B89247,4777888303888,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-3040,Example Laboratories Ltd,B30945,8529766717658,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A11-8272,Demo Life Sciences Ltd,B99533,2468860162459,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,04-9219,Example Laboratories Ltd,B66353,9209848063677,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,A4-64281,Sample Health Nigeria Ltd,B95263,6681573255754,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Metronidazole 400mg,A11-8032,Demo Life Sciences Ltd,B11483,9622833212444,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-1000,Sample Remedies Ltd,B39687,5587611938887,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-4377,Demo Life Sciences Ltd,B40574,3248434790287,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-5950,Sample Health Nigeria Ltd,B49986,3876990108643,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-5938,Example Healthcare Ltd,B54934,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Zinc 20mg,A11-8341,Demo Pharma Nigeria Ltd,B31447,5173477551968,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,04-6434,Demo Life Sciences Ltd,B71047,7720585433541,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,NAFDAC-XYZ-000,Sample Remedies Ltd,B52885,1899566701970,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Zinc 20mg,04-4330,Sample Remedies Ltd,B11422,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Amoxicillin 500mg,04-2241,Demo Life Sciences Ltd,B33543,8730696247240,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-2751,Sample Remedies Ltd,B12341,8525797758619,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-20815,Demo Pharma Nigeria Ltd,B64179,4009233040456,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,A4-86442,Demo Pharma Nigeria Ltd,B46212,7908949294287,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Ibuprofen 200mg,04-9429,Example Healthcare Ltd,B75974,1798610437070,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-70854,Demo Life Sciences Ltd,12,4700828593439,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,A11-8078,Demo Pharma Nigeria Ltd,B19165,6527789231891,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A4-31836,Demo Pharma Nigeria Ltd,12,8979810023149,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Paracetamol 500mg,A4-82482,Example Healthcare Ltd,B22168,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Zinc 20mg,A4-93249,Sample Remedies Ltd,B88972,9636366358534,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-6915,Demo Life Sciences Ltd,B23431,6043365063710,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,04-8988,Example Laboratories Ltd,B31718,1741851905114,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-61899,Demo Life Sciences Ltd,B72905,4857336264257,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,04-9926,Example Healthcare Ltd,B84063,2785446669533,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Artemether 20mg,04-8187,Sample Health Nigeria Ltd,B33833,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Metronidazole 400mg,A11-8324,Example Healthcare Ltd,B86170,9937889764457,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-41501,Example Laboratories Ltd,B16049,9342540997591,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-91334,Demo Life Sciences Ltd,???,3031976746596,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Cetirizine 10mg,A4-7941,Example Healthcare Ltd,B26487,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Cetirizine 10mg,A11-4587,Sample Remedies Ltd,B52054,6528536654243,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-78613,Sample Remedies Ltd,B37835,5508848899285,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-3457,Example Laboratories Ltd,,4072406447630,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Paracetamol 500mg,A11-7680,Demo Life Sciences Ltd,B69865,7652550897339,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A4-6992,Example Healthcare Ltd,B32960,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO @@@ 500mg,A4-4182,Sample Health Nigeria Ltd,B54641,2492794267509,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Vitamin C 100mg,A11-4490,Sample Health Nigeria Ltd,B88365,7198769914838,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A11-3069,Example Laboratories Ltd,???,5215647876540,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Amoxicillin 500mg,A11-3246,Demo Life Sciences Ltd,B67851,9747949084314,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-5733,Demo Pharma Nigeria Ltd,B12676,3037577863701,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-8266,Sample Remedies Ltd,B11092,6008374814596,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,04-8061,Sample Remedies Ltd,B70081,ABC123456789,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Amoxicillin 500mg,04-3688,Demo Pharma Nigeria Ltd,B45410,9036144958263,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-80140,Demo Life Sciences Ltd,B13052,3448406702598,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-1837,Demo Pharma Nigeria Ltd,B57665,7360263291818,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A11-5264,Sample Health Nigeria Ltd,B58020,7883308005499,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-1296,Example Healthcare Ltd,B28564,2679958933258,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-6104,Example Healthcare Ltd,B13157,8536451304747,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-6103,Sample Remedies Ltd,B-XYZ,8827158661361,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,04-1241,Demo Life Sciences Ltd,B77598,1904698012750,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,FAKE-0001,Demo Life Sciences Ltd,B95031,5007389193994,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Ibuprofen 200mg,NAFDAC-XYZ-000,Sample Health Nigeria Ltd,B35585,8195613451463,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Paracetamol 500mg,A4-11047,Example Healthcare Ltd,???,4192527890768,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Cetirizine 10mg,A1--77,Demo Pharma Nigeria Ltd,B52825,1929905719376,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Artemether 20mg,A4-58259,Example Healthcare Ltd,B,7226965834352,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO @@@ 500mg,A11-9895,Sample Remedies Ltd,B58509,1676254671389,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Ibuprofen 200mg,A4-68268,Demo Pharma Nigeria Ltd,B62169,6640894578943,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-5059,Example Laboratories Ltd,B40323,5432166253003,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-73371,Demo Life Sciences Ltd,B20712,3202885392004,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A1--77,Example Healthcare Ltd,B91316,1404678182489,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Metronidazole 400mg,A4-28970,Sample Remedies Ltd,B13595,1254630750743,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A4-67816,Demo Life Sciences Ltd,B32930,9309813060791,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,04-1511,Demo Life Sciences Ltd,B14864,9602744807699,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Amoxicillin 500mg,04-8743,Example Healthcare Ltd,B84754,7627186874322,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-95371,Demo Life Sciences Ltd,B51651,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,A4-43866,Example Healthcare Ltd,B57052,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,04-3092,Example Laboratories Ltd,B32081,2884845533134,genuine_like,Synthetic demonstration record with internally consistent formatting.
